dialog,emotion
교회에서 같이 합창하는 친구가 한 명 있어.,0
교회에서 같이 합창하는 친구가 한명 있어.,0
교회에서 직분을 맡아서 봉사하는데 구역관리를 해야 해서 성가셔.,0
구급차는?!,0
구력두 안되는 게 어디서!,0
구역질 나.,0
구역질 나는 장면을 목격해버렸어. 선생님에게 선물 공세를 하며 승진을 부탁하는 동기가 있네.,0
구체적으로!,0
"국밥?? 핫 참나...여긴 올 때마다 국밥이냐? 그놈의 국밥, 국밥!! 국밥 먹기 싫어서라도 착하게 살아야지... 에이",0
국어 과목만큼은 반에서 일 등을 하고 싶었는데 그러지 못했어. 너무 속상해.,0
군대 간 남자 친구가 내가 보고 싶다고 수시로 연락하면서 안달이 나 있어.,0
군대 선임은 항상 말도 안 되는 억지를 부리며 기어코 나를 약 올려.,0
군대 후임이 자기 할 일만 끝나면 편하게 누워서 쉬고 있네.,0
군대에서 선임이 내 몸을 만지던 게 가끔 떠올라. 그 더러웠던 기분이 아직도 생생해.,0
굳이 참석 안 해도 돼. 너는 가급적 참석 못하는 방향으로 생각해봐.,0
궁금해? 그게 궁금하긴 했니?,0
권위적인 아버지와 소통이 어려워.,0
권태기가 왔는지 남자친구를 만나도 별로 감흥이 없어. 그냥 짜증나고 답답해.,0
귀가 후에 남편이 아이랑 놀아주는 걸 귀찮아하는 것 같아서 화가 나.,0
귀찮아서 배달 음식을 시켜 먹고 싶은데 아내가 장을 보자고 재촉해서 너무 성가셔.,0
귀하긴. 넌 눈도 없냐? 딱 봐도 싸구려 개뼈다귀 같은 걸. ,0
그 관 얼만 줄 알아?! 지금 엄마 병원비 정산 안 된 것도 한참이야.,0
그 나이에 그 정도 순발력도 없어요? 그 정도 맺고 끊는 힘도 없냐구!,0
"그 날 일, 있는 그대로만 얘기해 주면 원하는 대로 다 주겠다고!",0
그 남자가 결혼식장에서 나의 불륜 장면을 틀었어.,0
그 녀석이야.... 만약을 대비해서 사람을 붙여놔. 이상한 싹은 초장부터 잘라야지.,0
그 놈 미친 거 아냐? 어떻게 형 딸 몸값이 3억이나 되냐구?,0
그 놈의 촛불을 꼭 켜야 밥을 먹겠어?,0
그 놈이 나처럼... 너한테 사랑한다구 시 써서 바치디?,0
그 눈은 뭔데?,0
그 대산 형한테 쳐야되는 거 아닌가?... 남이사 외박을 하건 말건?,0
"그 돈 믿고 한두 달 개길 심산인가 본데, 일단 압수야!",0
그 딴 거 필요없구요. 빨랑 이 짓거리 좀 끝내주시죠.,0
그 말을 어떻게 믿어요?,0
그 말이 아니라.. 집에서도 꽉 막혀갖구선 사람 말귀 못 알아듣고 그러냐구요.,0
그 미친 놈이... 우리 아들을 저 모양으로 만들었어.. 그런데.. 무슨 벌을 더 받으라구!,0
그 뿐만이 아냐. 장물 중에 아직 발견되지 않은 게 있는데 검찰놈들 제대로 수사도 안하고 넘겨버렸다구. ,0
그 사람 국립묘지 가고 싶어서 형사하는 거지 돈보고 형사하는 사람아니다. 요기까지 말이 나오는걸 꾹 참았다. 까짓 놈의 직장 그만 둬. 총도 못 쏘는 형사.. 그거 해서 뭐하냐?,0
그 사람 도대체 뭐하는..! ,0
"그 사람... 그니까, 그 분이 죄를 지었다는 건 명백한 거잖아요.",0
그 사람한테 대체 무슨 얘길 한 거예요?,0
그 아이 노트를 몰래 버렸어. 그애의 성적이 나보다 좋은건 정말 짜증나는 일이야.,0
"그 아이 얘기가 아니야. 너는 왜 나한테 말을 안 했냐고! 네가 미리 말을 해줬으면 좀 더, 좀 더, 그 아이와 함께 시간을 보낼 수 있었잖아!",0
그 얘기 하려고 왔어?,0
그 옷 찢기만 해?!!,0
그 의사자식이 동생이야?,0
그 이야기 좀 꺼내지 마! 잊어버리자 제발.,0
"그 인간 어딨어. 내가 당장 달려가 그 인간 멱살을 잡아 흔들어 놀 거야, 그 인간 어딨어?",0
그 인간이 이리 온다 그래서! 나 지금 도망가는 거야!! 택시!,0
그 일만 아니었어도 원하던 대학에 가는 건데.,0
그 일만 아니었어도 원하던 대학에 가는 건데. ,0
그 일만 아니었어도 원하던 대학에 가는건데.,0
그 입! 다물고 좀 나가줄래?,0
그 자식 나한테 걸리기만 해봐요. 그냥 확! ,0
그 자식 음흉하네!! 왜 너보고 놀러오래!!,0
그 자식 하는 거 보셨잖아요. 그걸 그냥 놔둬요?,0
그 자식은 안 돼! 그 자식 멍청하게 통역하는 바람에 우리가 손해를 얼마를 봤는데!,0
그 자식이 뭐? 뭐 또 뭐?,0
그 자식이 왜 너한테 말을 붙여?,0
그 전 연애로 상처를 받아서 그런지 지금 남자친구한테 마음을 잘 못 열겠어.,0
그 전에 할 게 얼마나 많은데 그걸 혼자 다 하란 말이예요!,0
그 정도는 직접 생각해,0
그 총탄 자국!..... 니가 죽였냐?,0
그 친구가 나한테 거짓말을 했어. 어떻게 그럴 수가 있지?,0
"그 필살기, 비겁하니까 앞으로는 금지하기로 하자. 너무 불공평해.",0
그 학교 관련 일로 다시 나한테 뭐 부탁하면 당신 나한테 죽을 줄 알아!,0
그 학교 회장 집이 어딘데?,0
"그, 그, 그건, 어쩌다 자네가 가까이 있었던 것뿐이야! 마치 내가 자네가 없이는 만족스레 바깥세상을 걷지 못하는 것 같은 소리는 그만두게!",0
"그, 그게! 남의 험담 같은 거 듣는 걸 누가 좋아하겠어?",0
"그, 그냥 말투 때문이잖아!",0
그거 고맙네요……,0
그거 내가… 자존심 상하고 창피한 거 참으면서 얼마나 힘들고 어렵게 쓴 편지인지 알아?,0
"그거 말고, 밥! 밥 먹고 싶어.",0
그거 뭐 나한테는 눈 밖에 나도 괜찮다 이거냐……?,0
그거 아니야!!,0
그거 어디 있습니까? ,0
그거 잠실까지 가서 사온 건데 그걸 홀랑 훔쳐먹냐 넌?,0
그거 한두 푼 모은다고 금방 부자 되는 것도 아니고. 사람이 사람답게 좀 살자! 먹고 싶은 것도 좀 사먹고. 새 옷도 좀 사 입고. 너도 남들처럼 그렇게 좀 살란 말이야!,0
그거다! 계산 머신! 너희는 계산하는 기계가 돼야 한다! 말했잖냐! 순간적! 자동적! 기계적으로 계산해야 한다고!,0
그거야. 사귈 때 얘기죠!! 아. 이거 이렇게 헤어지면 집안 망신인데… 여기 저기. 사법 연수원생이 사위라고 다 자랑 자랑 해놨는데… 꽃 같은 우리 딸. 하자 났으니... 앞으로 선이나 들어오겠어요?!,0
그거야. 취미 생활... 야! 너 언제부터 형님을 이렇게 똑바로 노려봤어?!!,0
그거하곤 다르죠.,0
그건 기둥서방이잖아요……. 저는 기둥서방이 아니라 전업주부가 되고 싶단 말입니다!,0
그건 나도 알아.,0
그건 니 사정이고 난 내일 아침 내 오토바이 사간 놈 만나고 열두시에 병원 도착할 때까지 절대 안풀어줄테니깐 포기하고 있어라.,0
그건 니 사정이고! 쳤다 이거지? 이게 죽을라고! 너 이리 안와?,0
그건 말고 임마!,0
그건 모르는 거지. 나도 10년 전엔 내가 키가 더 클거라고 생각했단 말이야!,0
그건 부정 안 해도 돼!,0
그건 부탁도 아니야. 구걸이라구! 넌 자존심도 없어?,0
"그건 아니에요. 음악에 대한 전문지식은 없지만, 노래가 좋고 싫음 정도는 구분할 수 있다고요. 관객을 무시하지 마세요!",0
그건 지금 상황하고 상관없는 얘기잖아... 그런 거 다 알면서 뭐 하러 지원했어?!,0
그건 쿡크고! 더는 못 해! 추가시험 돌파는 말도 안 돼! 네 존재는 기적이야! 이 위대한 멍청아!,0
그건 해결이 아니야!,0
그걸 그렇게 던지면 누가 정리하나요?,0
그걸 내가 어떻게 알아요!,0
"그걸 말이라고 해, 지금 너!",0
그걸 몰라서 물어보는 거야?,0
그걸 변명이라고 하세요? 저 지금 교육청에 들어가서 이 문제 정식으로 제기할 생각이니까 교육청에 가서 그렇게 말씀하세요.,0
그걸 언제 갈아서 해먹어? 더구나 믹서기 아까 보니까 고장났던데.,0
그걸 왜 갖다 버려요!,0
그걸 왜 나한테 물어? 하긴 그런 계산이 있는 놈이면 이렇게 무식하게 애를 유괴했겠냐.,0
그걸 왜 몰라? 내가 그렇게 말을 했는데..,0
그걸 왜 저한테 화를 내요!,0
그걸 이제 물어보냐?,0
"그걸로 상황이 해결된다면 상관없어. 그렇지만 현재도 삐걱대는 중이고, 머지않아 한계에 부딪힐걸. 뭣보다 실패는 용납되지 않는다며? 그렇다면 방식을 바꿔야지.",0
그것도 아님 뭐에요? 나한테 관심 있으세요?,0
그것도 아직 안 정했어? 너 뭐하고 있는 거야 도대체?,0
그것보다 왜 안 깨워준거야!?,0
그게 그거잖아!,0
그게 끝이예요?,0
그게 나한테 하고 싶은 말...다예요?,0
그게 다냐구요!,0
그게 담임선생님 앞에서 할 말이냐. 내가 너 1학년 때 성적을 봤는데 2학년 때는 조금 더 노력해야 하지 않을까?,0
그게 독특하다고 하고 말 일이냐?! 내가 아직까지도 심장이 벌렁거려! 어디 남의 딸을 데려다가 그런 괴상망칙한 꼬라지를 시키고!!,0
그게 문제야. 왜 집에서 먹는 밥이 젤 맛있다고 생각하지?,0
그게 뭔 말이야?!,0
"그게 별일이 아냐? 이뻐서 참아줄라 그랬더니 진짜 나쁜 놈들이네? 끼리끼리 논다구, 그런 놈들이 넷이나 붙어 다닌다 이거지?",0
그게 비웃는거지!,0
그게 아니라니까! 좀 더 이렇게 화끈하게! 무대 장식은 더 성대하게 할 거라고!,0
그게 아니라니까!! 꼼짝도 안해.. 이자식아!!,0
그게 애 놔두고 할 소리입니까?,0
그게 왜 궁금한데요? 그쪽이 개를 좋아하는 게 저랑 무슨 상관이라고.,0
그게 왜 나 때문이야? 그럼 그게 다나 때문이란 소리야? 하여튼 꾸질꾸질한 게 생긴대로 눈치도 없어요.,0
그게 왜 씨도 안 먹히는 소리야?!,0
그게 자랑이냐? ,0
그게 전화로 확인해서 됩니까? 우리가 작성한 선적 서류와 운송팀에 있는 서류를 대조해서 꼼꼼히 확인하세요.,0
그게 중요해요?,0
그게. 아니 어떤 이상한 사람이 현관의 구두만 쏙 훔쳐갔더라구요.,0
그게요. 하 너무 어이 없어서 말해도 안 믿으실거예요.,0
그나마 나랑 친했던 한 친구마저도 나를 따돌리기 시작했어.,0
그날 속초에서 그쪽이 나 버리고 가는 바람에 내가 어떤 망신을 당하고 있는 지나 알아요?,0
그날 얼마나 집요했는지 아세요? 제가 진짜!! 그날 그 전화 때문에 제가 얼마나 피해봤는지 아세요?!!,0
그냥 가라니까! 가 빨리!,0
그냥 가서 목매고 죽지? ,0
"그냥 그런 게 아니라, 무시하시는 거 같은데요?",0
그냥 그런 게 어딨어?,0
그냥 나가라면 나가! 좀!,0
그냥 나둬! 날마다 잡아서 닦달만 하는 게 부모는 아냐,0
그냥 넣어임마! 익으면 다 김치야!,0
그냥 단도직입적으로  말하자. 왜 ! 그 남자를 만나러 갔니?,0
그냥 만약의 사태를 만들지 마!,0
그냥 먹었으면 먹었다고 그러지. 꼭.,0
그냥 모든 게 다 짜증나.,0
그냥 안 끝나도 그냥 몸으로 때워. 너같은 머리 나쁜놈 은 그냥 몸으로 때우는게 장땡이야. 알았지?,0
그냥 이렇게 아들은 못 뺏겨요!,0
그냥 있는 대로 말했는데? 진짜로 시시콜콜 끈질겨서 짜증났거든?,0
그냥 짜증 나는 옛날일.,0
그냥 해주세요!,0
그냥 혼자 지내고 싶어. 사람 만나는 것도 다 귀찮고.,0
"그냥, 엄마하란대로 하라니까!",0
그놈의 도깨비. 내가 구슬만 갖고 있었어도 한방에 쫓아버릴 수 있는데.,0
그니깐 뒤로 돌아보래두요! 빨리!,0
그동안 걔가 계속 남자친구가 있었다고!!,0
그딴 거 없어.  이따 12시까지 법원가야 되는데 이 꼴로는 절대 못 간다!!!! ,0
그딴 식으로 얘기하지 말아요! 술주정뱅이 주제에 나한테 그런 말 할 자격 있어요? 부모가 돈 못 버니까 자식이 벌려고 아둥바둥 거리다 이렇게 된 거잖아요? 차라리 내가 고아로 지냈으면 이거 보단 낫겠죠? 안대나 하고 다니시죠?! 동생이 나처럼 눈 병신자식이라고 놀림 받는 거 싫으니까!,0
그딴 학위는 누가 주는데!!,0
"그때 형사들한테 다 얘기했다구. 어두워서 얼굴도, 아무것도 기억 안난다고! ",0
그때.. 아저씨가 제대로 증언만 했어도.. 죽지 않았을 꺼에요. 지금.. 살아있었을 꺼라구요!,0
그때부터 동생 괴롭히셨구나!!! 왜 그러셨어요!!!,0
그래 ..네놈은 결국 네 애비만도 못한 놈이 되었구나 ! 마카오 뒷골목 건달이 된 주제에 큰소린 ! 나야 말로 죽일 가치도 없는 네놈 땜에 공을 너무 들였어.,0
그래 고작 이런 꼴로 날 찾아오려고 그 여잘 따라 갔던 거냐? 고작 이런 꼴로 살려고?,0
"그래 나 단세포다! 나 아메바다! 그래서 뭐! 난 이렇게 밖에 안 되는데. 힘들다 그럼 안쓰럽구, 내가 필요하다 그럼 반갑구, 그런걸 어떡해. 밉다밉다하면서도 잊혀지진 않는데, 돌아선다 그래두 따라가서 그림자라두 되고 싶은데...",0
그래 내가 니 엄마인 이상! 니가 내 딸로 태어난 이상! 사랑따위에 어리석은 도박을 하는 걸 허락할 순 없어. 그런건....다음 생에나 하렴. ,0
그래 내가 죽기 전에 너를 먼저 죽이고 그리고 나서 ...... 떠나자!,0
그래 니 아빠 덕에 산다! 니 덕은 바라지도 않으니까 제발 집에서만 나가!,0
그래 니 유식한 아버지 있어서 좋겠다. 그래서 어쩔건데. 어쩔거냐고!,0
그래 바보다 끊어!,0
그래 왜? 내가 몇 번을 말해야 되니 정말?,0
그래 왜? 내가 뭐 없는 말 지어내겠냐?,0
그래 자식아! 너만 없으면!! 에이씨!!! ,0
그래 제발 끊자!  누가 전화해달랬나 왜 지가 해서는 시비야..,0
그래 할 말 있다. 것두 아-주 많거든?,0
그래!,0
그래! 가라 가! ,0
그래! 그것도 기본급만. 그래도 안하겠다는 거 붙잡느라고 얼결에 인센티브도 삼십 프로 준다고 그래 버렸네!,0
그래! 그런 애들한테 굴복하는건 내 자존심이 용납 못해!,0
그래! 나 그런 순발력 없어! ,0
그래! 나 쓰레기통에서 구르다 왔다! 그러니까 내 기분이 어떨지 말 안해도 알겠지? 오늘은 제발 조용히 공부만 하자. 나도 콩밥 먹긴 싫거든.,0
그래! 나도 알아. 내가 생각해도 재수 없어!,0
그래! 맘대로 해라. 결혼식 날. 신부 없이 너 혼자 다 해 먹어라!!!,0
그래! 토끼 한 마리 못 잡는 형편없는 사냥개였지... 그래서. 너!! 너희 학교!!는 이제 끝이다. 내가 매장시켜버리겠어.,0
그래!! 갚아야 될 위자료. 잘 받았다! 고마워 죽겠다. 근데. 헤어지자마자. 여자 친굴 만드냐... 이 나쁜 놈아…,0
